PK_LOCALITY;address_number;customer_address_1;customer_address_2;customer_address_3;customer_address_4;zip_code;city;state;country;region_code;region_name;division;division_name
9f9437aefe5a723b275cc947b6284e5392c44060665ca3625d906bf26f9ad8f3;10002501;\"\";\"\";\"\";\"\";\"\";\"\";"";UK;5;International;1;International
2a6850e476f91f89f247dbc90e7a587521584b2e634dff3287f40a9503a6833f;10022168;PO Box 113;\"\";\"\";\"\";48726;Cass City;MI;US;4;Central;2;Domestic
65966780862ed8a5a6103b70ff700fbf897003c037868618aface5b75b8678a8;10025025;2402 West Valley Highway North;\"\";\"\";\"\";98001;Auburn;WA;US;1;Western;2;Domestic
b05d58e29268924900fa34185c940c8b2172faa5cfe7477cdc55306da3c55978;10020864;"";"";"";"";"";"";"";"";5;International;1;International
761d13509274cc8bb56a25419f1552c8257e526fb689c6ac1247dae85e2f8902;10013127;"";"";"";"";"";"";"";"";5;International;1;International
b55f5fe0bf6e7816ecb7ac3e1297fdde69215cad4f648c2e8bea19300b781811;10021412;13101 SE 84th ave;Suite B;\"\";\"\";97015-9733;Clackamas;OR;US;1;Western;2;Domestic
e474d61d277f7b554ffd11731e15e52694f4b17fcfc00f762b70e9b5e5806687;10020332;"";"";"";"";"";"";"";"";5;International;1;International
790b66eaeaa27abd78b04a48db5dadbddf9ea69469facb6f2b082587e516f2b9;10002139;"";"";"";"";"";"";"";"";5;International;1;International
ae1600d963beec3780fa01597fecbcb3bf1bb62f24bbe38cac1fe829b3d76630;10021911;PO Box 2187;\"\";\"\";\"\";38803-2187;Tupelo;MS;US;2;Southern;2;Domestic
ba8684457b482b323339f70bc089352a72c2a8b170abf4d4bbb80fd0e656949d;10024022;9950 Jeronimo Road;Attention: Sohaila;\"\";\"\";92618;Irvine;CA;US;1;Western;2;Domestic
76cd31d028ce675267d49fce1f37e2734638d2cf2969266754769c0cccb564c3;10027119;\"\";\"\";\"\";\"\";\"\";\"\";"";UK;5;International;1;International
5ca68b9a133f4ffe08b52bf1de4ba243b93e0b5707f57ce9c380b977d382b245;10025022;Bromley St Lye Stourbridge;\"\";\"\";\"\";DY9 8HS;West Midlands;"";UK;5;International;1;International
555e1ccd7c8ee250b69676dff874aae5be28b3330e99cc07c8be05fb7e779513;10010882;"";"";"";"";"";"";"";"";5;International;1;International
15f96581a0b86f42c4a84417bb03bfa43a889cdcf6abe7288f61fcb4f5e9b171;10014495;12900 SE Capps Road;\"\";\"\";\"\";97015;Clackamas;OR;US;1;Western;2;Domestic
eebf0273c4d3d391b69de165a485e733f1254c1e051361ccbe6a03a096c0fdc0;10011870;"";"";"";"";"";"";"";"";5;International;1;International
2072e2d8ca0c13e44816e92c7c4d8c4a282551e441b3d44957727e49b09a7304;10025061;PO Box 80509;\"\";\"\";\"\";44708;Canton;OH;US;4;Central;2;Domestic
cd6f510fb4d5e9f669b2eaba7f730b7eeb1a5f87bd3fbc72bc09990ff35db241;10025359;"";"";"";"";"";"";"";"";5;International;1;International
65e64ca6df26278249ef8f4fc8232769bc2ee6b3135659bf318d827248e12530;10025296;666  South Thompson Road;\"\";\"\";\"\";53590-2553;Sun Prairie;WI;US;4;Central;2;Domestic
d0b2fe3811e68bc0b6088332fc5266866a2ede12b64bc9f91f9ecddd3fcb94e1;10006805;1801 NW 82nd Ave;\"\";\"\";\"\";33126;Miami;FL;US;2;Southern;2;Domestic
609dc9ec4b7c023f19fc00e4d5781be846191034009460aca251c7bfc7016b39;10006919;"";"";"";"";"";"";"";"";5;International;1;International
d712762a09ca2ed497d2868963173a97a47e70839ef669193411a2ee5e3aa267;10013572;"";"";"";"";"";"";"";"";5;International;1;International
de27631e3fcf483aab7bf6a82da17836b5cf8296395af37fc33680d4b1caea6f;10007258;"";"";"";"";"";"";"";"";5;International;1;International
2f21a0f90258bbc8ce0a37acb5c788b3ba60534ab7f6b2b4f13169ebc8359369;10011089;"";"";"";"";"";"";"";"";5;International;1;International
57d1b59ed2f4a755ba9b45cb1e704bce6801ddd0407c62b7d80146400566a005;10002520;"";"";"";"";"";"";"";"";5;International;1;International
f3ea7ad80d8c7176d47d2502f4005185e34c147bbea1704451e9d259b974430a;10011360;"";"";"";"";"";"";"";"";5;International;1;International
a27bda514a835a4e0f4e5f91a98ddf6da72b6a915096339ed2567fd4746abd78;10025575;PO Box 640;\"\";\"\";\"\";L0R 1B0;Beamsville;ON;CA;0;Canada;1;International
78989592bcce3becd2ea3d66052d24f06bfd9a03a97499e4496808bc9557eede;10017036;580 Yankee Doodle Rd Ste 1200;\"\";\"\";\"\";55121;Eagan;MN;US;4;Central;2;Domestic
7f7ba04ecd606391417e1e5b9b4d3b1a09b98363128b1fe1a5cb358d833fe9ce;10025248;730 North Central;\"\";\"\";\"\";98032;Kent;WA;US;1;Western;2;Domestic
106e14faf09690378ec0bd92ad29f3e994a17636a079ae0c15f8ca6f9ec07623;10000480;Attention: Accounts Payable;PO Box 21502;\"\";\"\";85036-1502;Phoenix;AZ;US;1;Western;2;Domestic
8f512896d222750bebcfefb176a62046133d15c8b6fd1ab943c1648563992b10;10023783;PO Box 7647;\"\";\"\";\"\";71611-7647;Pine Bluff;AR;US;2;Southern;2;Domestic
7d2ed55090030b08407e6761558067da0bb9914cac9680dda02a3d8978f3b9f3;10022183;1760 C Airport Road;\"\";\"\";\"\";80424;Breckenridge;CO;US;1;Western;2;Domestic
ab53f01f5a9bfd23e3f0b3859523e7e7baacb697f4e64fb2d9f1344e3abc6f62;10020388;7216 Ritchie Highway;\"\";\"\";\"\";21061;Glen Burnie;MD;US;3;Northeast;2;Domestic
98a89e1a64fd18793f0a8651694e20fc8c2b592d3dbc8132d5abf68b0934662e;10000496;"";"";"";"";"";"";"";"";5;International;1;International
b793411761360d57db6e5649a0185330d8e9d417b28364a568abc3dded7adbcf;10012128;"";"";"";"";"";"";"";"";5;International;1;International
6dd445884b75c22bc2744ec2a3f5041157a560dd07e61b0ffee40b5b309ae0eb;10021494;"";"";"";"";"";"";"";"";5;International;1;International
2112482aaa97a8a51d6397dfa4685bd5a7685cd567eadc39a21a64e47a9d4b34;10009657;12 Lexington Street;\"\";\"\";\"\";4240;Lewiston;ME;US;3;Northeast;2;Domestic
b223e770bd86d1f78943b8e2f2bccb4226a05bf6480defdc36b8b1b5f1ff906f;10021107;"";"";"";"";"";"";"";"";5;International;1;International
08e8be536d1bcbbde2d782ad26b449ef1882a035ff0216a5d72193fa7216a02a;10021936;7779 Dixie Highway;\"\";\"\";\"\";40258;Louisville;KY;US;2;Southern;2;Domestic
18e04e388eab97654531612dc3dbe89c4e64f56d630005f0b93e1bebd9924cfc;10026268;Unit 403 - 17665 - 66A Avenue;\"\";\"\";\"\";V3S-2A7;Surrey;BC;CA;0;Canada;1;International
bd8135643db2848d0914bc6229a4d17502832ce0ca3a2be8460e9f2444bc92d6;10002746;1200 North Ellis Street;\"\";\"\";\"\";60106-1119;Bensonville;IL;US;4;Central;2;Domestic
e65e4e62831cf04c18141e93862e5d4c09ded48db67758f3647c4652b347b8f4;10025737;"";"";"";"";"";"";"";"";5;International;1;International
0cc4837d16773ee4813df7aecd1d81b1ae786b2bb52d7050d3f12de73d615882;10002220;1594 Nicholson Street;\"\";\"\";\"\";V2N 1V6;Prince George;BC;CA;0;Canada;1;International
c7d2d683b821a20f8248adbec6388fafedd609dfb1c3021268b74978aea63b5c;10015886;"";"";"";"";"";"";"";"";5;International;1;International
f362230de7a2eb92f61739a6866702f2a42628728c98c9fa6a73f4cc1db81496;10020080;"";"";"";"";"";"";"";"";5;International;1;International
5a43bd65c7e0a4764473c16abb0b9a73aafe8dace13b3b7ffb5675aecc97ac7c;10020927;One Cabela Drive;Attention: Accounts Payable;\"\";\"\";69160;Sidney;NE;US;4;Central;2;Domestic
5e97a2186f5be531095093f852d6f8ea789716834a447edb1d541ab73796d8aa;10027082;9111 41 Avenue;\"\";\"\";\"\";T6E 5V2;Edmonton;AB;CA;0;Canada;1;International
0f587e159c4297641b130599c8348c7638c0fe64746f35c1535d57515d61b62f;10024270;PO Box 1010;\"\";\"\";\"\";95955;Maxwell;CA;US;1;Western;2;Domestic
d4c7a188101e66f36e6d12a762b4594b3e03de629a6d5d4dbcb3abf18585bdad;10018868;PO Box 871 Safat;\"\";\"\";\"\";\"\";\"\";"";AU;5;International;1;International
207205292fe418385d5fb6000dc3e4f9205ce4884d7481134e179d66b3239e41;10002969;12000 Balls Ford Road;\"\";\"\";\"\";20109;Manassas;VA;US;3;Northeast;2;Domestic
b53fe3b33f58fd4129afeb8183ba7fed99c904811c0eddc808fa687eec750a96;10021485;FOB: Clackamas;Attention: Accounts Payable Department;PO Box 47700;\"\";55340-0700;Hamel;MN;US;4;Central;2;Domestic
68a84e1630ef4389234fba77e2591b129ee4980b68444f4f152cf3dee757056b;10010923;231 Yangjae Dong;\"\";\"\";\"\";137-938;Seocho-GU;"";AU;5;International;1;International
1e87f87b367c646c808dec9ae746d2422d6c780f1762d48ccddf1f001b69502d;10001818;"";"";"";"";"";"";"";"";5;International;1;International
264a4f493cc31c99fd4bbbe62922e8c2f078ee892bb7cf87cf9e7e15ca2e1b1d;10004256;PO Box 20505;\"\";\"\";\"\";97294;Portland;OR;US;1;Western;2;Domestic
422d6be7a201b0cab638f7dbf63b0c43ea7abe5683d7b52563657cd932cc6883;10002136;"";"";"";"";"";"";"";"";5;International;1;International
eb370426c9f3c5630d4b1bbc521f102d566c6d37c1278402bfef253730800971;10009985;PO Drawer 40;\"\";\"\";\"\";84084;West Jordan;UT;US;1;Western;2;Domestic
cf0792b501f6a4d752f2d75e190e30d2194ea2fd9d5547d88007579fdf5ac684;10003882;"";"";"";"";"";"";"";"";5;International;1;International
84e528a74b13a44994ef979c903ba278006a34bd94f582934f4833ed4d068870;10016858;6590 SW Fallbrook Place;(Commercial Industrial);\"\";\"\";97008;Beaverton;OR;US;1;Western;2;Domestic
551114432f50b8c093808b5c05d153762b7737904067a9b3a56bc29346d03615;10024009;PO Box 582510;\"\";\"\";\"\";74158-2510;Tulsa;OK;US;2;Southern;2;Domestic
262e04a477a4d99f63146d95cd5549531034837e890d5a68c7abccbe15ed0ff6;10009669;\"\";\"\";\"\";\"\";\"\";\"\";"";UK;5;International;1;International
bc858b594fe50dd5283ab2c9e65e8f18807538c56180a97dd0431f17f0f9f055;10025021;1151 W Main;\"\";\"\";\"\";54115;Depere;WI;US;4;Central;2;Domestic
c7135226de41eaf0f0d14b98e8c88ef0ccf0879afd06f0efa862d6f261b7a4c5;10027572;2210 Bowen Road;\"\";\"\";\"\";14059;Elma;NY;US;3;Northeast;2;Domestic
0fa92a41962a47140819b959302247148745abec0aebb3ee2ec38e251e5d934b;10023538;Attention: Accounts Payable;4900 Alliance Gateway Freeway;\"\";\"\";76177;Fort Worth;TX;US;2;Southern;2;Domestic
a50844bce8e373f027db38fa785a9255b9f0c73511d39affbeb465121db8086d;10007122;22015 South I-35;\"\";\"\";\"\";78610;Buda;TX;US;2;Southern;2;Domestic
562c97594f3855ca845ec65f4a94adf1c7851e700407970b2526a8bf7121c04e;10026081;Weser Ems Strasse 2-4;\"\";\"\";\"\";D-28390;Bremen;"";UK;5;International;1;International
82366d082fdd307b667fdb0c9b111101343acaebd4c54133708878cf5ae6387e;10025289;3631 South Bagley Avenue;\"\";\"\";\"\";93725;Fresno;CA;US;1;Western;2;Domestic
81ece77044303427485297cf40495fbb4f73ea30b3015d165d97473bf1a42b4b;10019512;"";"";"";"";"";"";"";"";5;International;1;International
dc7e4c5cb2c480859a291decc907da48d5630f6c597e3ea4f59a98312aac94c9;10008593;PO Box 99;\"\";\"\";\"\";62249;Highland;IL;US;4;Central;2;Domestic
93019f82e854c39a53bb0abc68eedb1beb39e7e962eb8364a4d0b40ca129cc84;10025023;815 Circle Drive East;\"\";\"\";\"\";S7K 3S4;Saskatoon;SK;CA;0;Canada;1;International
d3e7965c9aad87db7c2eeb774186312aa19073cc14e88f7f481dc7209b1e96cd;10007448;"";"";"";"";"";"";"";"";5;International;1;International
61189434390ae5dc2c2441c8ccba667cd7058378a2670c53adcca2ae44f594c0;10027340;63 Bridge Street;\"\";\"\";\"\";1970;Salem;MA;US;3;Northeast;2;Domestic
7d86973b6d58ca5dca20331a19fcc03fc9f050f3d8f67d461fb0edefdbf113d2;10014043;Rinconada De La Floresta 1137;Rinconada Del Bosque CP;\"\";\"\";44530;Guadalajara Jal Mexico;"";IR;5;International;1;International
616a17ab6bfd9eb0dd240a76f5e015cc1e515c302161c806907df0ebe86cb0a9;10019880;New York PDC #20;Attention  Accounts Payable;PO Box 6750;\"\";08873-6750;Somerset;NJ;US;3;Northeast;2;Domestic
fa2738949629a74934343668f7494a349e7ee00eb15d63709bac73b929c06098;10025919;801 West Artesia Boulevard;\"\";\"\";\"\";90220;Compton;CA;US;1;Western;2;Domestic
1a562ad5d84700df0f96e0f23cd65c7c033704c15804f2121bc8930d5858896e;10025791;PO Box 667;\"\";\"\";\"\";97754;Prineville;OR;US;1;Western;2;Domestic
4e518e9d9501c4fdd3144fc28bbeb5ec619f285d2525f5f319d89c86e4323d71;10027370;General Pardinas 112 Bis;\"\";\"\";\"\";28006;Madrid;"";UK;5;International;1;International
12220471d025e174811fc6c85ed359307fc87578a7f97cadf8cd8f3e05d216e7;10017290;Transversal 49 No. 102-00;\"\";\"\";\"\";\"\";Bogota;"";UK;5;International;1;International
9106b58408078a79a7f5ad5d5ec014453ab790e1819bf5e728908aaacc0cdc66;10025558;6104 Young Road;\"\";\"\";\"\";72209;Little Rock;AR;US;2;Southern;2;Domestic
21e718b5e1b89498fbc5cb899c0c4ad6caedeb45894d23eba48f7552bb5034c4;10002526;Kadaka Road 72 a;\"\";\"\";\"\";\"\";EE 0026 Tallinn;"";UK;5;International;1;International
ac7e4e2723680d4085fffdfe44c75b3c76b346d03e1fd780693da0d9ae6b0dc2;10000461;1391 Gay Lussac;\"\";\"\";\"\";J4B 7K1;Boucherville;QU;CA;0;Canada;1;International
a585f084f98a3e00909a28638754365f79512d9498474815eb14d093bb77fa8e;10025418;"";"";"";"";"";"";"";"";5;International;1;International
e322d3628ee2fd40a476e1ef55d305ce6117e707ee3812b3c2bb9048098a0b2a;10004207;"";"";"";"";"";"";"";"";5;International;1;International
cc2ede208e6f27b83ffbc03c9f36bfc2c2cefabb8b7c68aa37959b63da556ee2;10020413;PO Box 447;\"\";\"\";\"\";73762;Okarche;OK;US;2;Southern;2;Domestic
40a7c4e7e03d23ca1ba725950f86d4a58dbb5b7553df59e24bdf59af640fe1f6;10023023;600 South Brooks Avenue;\"\";\"\";\"\";56701;Thief River Falls;MN;US;4;Central;2;Domestic
659e252ddb63eb6be2cbcff30b06edbcfd386beeb57d0d36e8c4b18be2191438;10026868;Aut Reg Del Centro Valencia;A Pto Cabello Dist Naguanagua;Centro Comercial;IL Portico;\"\";Valencia;"";UK;5;International;1;International
2a86ca496d95b24e0a1ba2ed6f5014bbe5cd0183310c122b655ba9a75cd35f56;10021300;"";"";"";"";"";"";"";"";5;International;1;International
f7fd265baeaf5febcdd0a6e6a8640adcf651a799785524779890ffb31fe0bd95;10026299;334 North Hall Street;\"\";\"\";\"\";75226;Dallas;TX;US;2;Southern;2;Domestic
a0a0d1d2cf361156371f6e750952212e0039b2e1419ca901878c635994fea368;10018623;17 Perry Road;\"\";\"\";\"\";39440;Laurel;MS;US;2;Southern;2;Domestic
631e75cec6894aa201b181d6ddb8dc3abd11003d7dff58d1f44f45bbaebf7bc4;10025040;6127 San Pedro Avenue;\"\";\"\";\"\";78216;San Antonio;TX;US;2;Southern;2;Domestic
d04b83d71b278af6604b3cfccaa4f25b64b8dbc3363e3ceabdebf82dcbef6dbb;10003749;"";"";"";"";"";"";"";"";5;International;1;International
99731649b8e106a350affed2fbd4514e01a348e91a21a5edddcebaf17291dd42;10016549;PO Box 6307;\"\";\"\";\"\";32236;Jacksonville;FL;US;2;Southern;2;Domestic
2885972d0b2b0937f0e9622458afdf8bb8817e26132aa4e985e2874a41aff627;10020672;Brobekkveien 105;\"\";\"\";\"\";\"\";N-0598 Oslo;"";IR;5;International;1;International
96fe14ecfbbfab63e3cbdc889e6c73ab66a97aa9fe6ef164707c7fc864bd45fd;10021240;"";"";"";"";"";"";"";"";5;International;1;International
aeb24a29600e575d30ca098c321f66a1e8a349857496d5c9f07f08187cfaa5fa;10003720;2755 Kirila Boulevard;\"\";\"\";\"\";16148;Hermitage;PA;US;3;Northeast;2;Domestic
5dd33df7ee1ce80d053101d3121f32f8632c61b26fa1745b4a4d6c0bf56f88ad;10019812;"";"";"";"";"";"";"";"";5;International;1;International
6d1a820f900bf9e9f8741564e0f723598af8734cfd5572a787cf9e959019ebe1;10021418;10930 West 44th Avenue;\"\";\"\";\"\";80033;Wheatridge;CO;US;1;Western;2;Domestic
b598b7a16c9773616d14422895d8d53a2857349430400805bced023c2450fd56;10024246;580 Waterman Avenue;\"\";\"\";\"\";2914;East Providence;RI;US;3;Northeast;2;Domestic
9b5dd89cbeed47e195bab3a96a02122c927a1f05b8d7c3705b39640e71b1b1c3;10013472;3343 Shelby Street;\"\";\"\";\"\";46227;Indianapolis;IN;US;4;Central;2;Domestic
6eeab2bcec7c08009620d6dd95826e64a0c110a1dd41b75abd35c305509a2fc8;10002137;"";"";"";"";"";"";"";"";5;International;1;International
95f9867d583c49f387de79c7a18a47bc8a1dd82114dd38f21f68ea61c50d2dbc;10000472;8000 Haskell Avenue;\"\";\"\";\"\";91406;Van Nuys;CA;US;1;Western;2;Domestic
dec1194197022aed76d37e55b535428c81a5d6e1c4d1461bfe4d36ff652f78ca;10013341;"";"";"";"";"";"";"";"";5;International;1;International
b840d2d1efc3b5f20791a283ee3a5fe2186ce55ba426fc64b1175c9c7f5a7d16;10021242;"";"";"";"";"";"";"";"";5;International;1;International
9b55f9b9dcc13b32c43d995c46cf4d85b2aa6f0e0305f5a6158aba3a408b1030;10012161;"";"";"";"";"";"";"";"";5;International;1;International
024e220151588eda42e3fc83be97c25d5ebdf9ac2311a839ea6fed868167b7fe;10002709;PO Box 99;\"\";\"\";\"\";97321;Albany;OR;US;1;Western;2;Domestic
f647f247c6d5b6aa3c4924901067c3d5284814f86bf749b11801ed957e02df3a;10001103;"";"";"";"";"";"";"";"";5;International;1;International
cb88fcd1192c59bf16af74d913bbe2424c239e7a915551bbff78cd31f0a00135;10019150;Jacksonville PDC #21;Attention  Accounts Payable;PO Box 23017;\"\";32241-3017;Jacksonville;FL;US;2;Southern;2;Domestic
8ff5e02bc0c9be0574bd7fa396cd81d453a48007a2fad56cbb48b767ab8b33ae;10007866;Rua Sepetiba 464;\"\";\"\";\"\";5052;Sao Paulo;"";UK;5;International;1;International
dd4f63a0c8bbb3462b1a3749e3695a72a173f5d5e6821743041bec77d4e50311;10024930;"";"";"";"";"";"";"";"";5;International;1;International
1ca88d1e4e266452c3a318953fe81afbbf6adaf901102f6b28c0c9be1fec2513;10021145;1127 South First Street NE;\"\";\"\";\"\";39601;Brookhaven;MS;US;2;Southern;2;Domestic
a2d84ef5f05ca764deef894ec5a4067024003a6b4146ce6ad6cc8d9c2814bccb;10025267;"";"";"";"";"";"";"";"";5;International;1;International
baa5b7663c31936ec991ae6fd72326a65452be040decf3112df382a6a4c1dde2;10015789;PO Box 14311;\"\";\"\";\"\";21424;Jeddah;"";AU;5;International;1;International
77ec36e825c8a4ebc95314eb3e515f8d688fa610961dd10ab6583dfe160b3d87;10008134;23308 Airpark Drive;\"\";\"\";\"\";23803;Petersburg;VA;US;3;Northeast;2;Domestic
e7f12cf2affe8a4a4c4fa6d951a099b233afbf36a89a6c36f130f90ba49cbbe2;10013238;PO Box 5222;\"\";\"\";\"\";53547-5222;Janesville;WI;US;4;Central;2;Domestic
7832c1bee134de33b30af82bb7143cf73fe44424173367e06140148bc50faf32;10024016;1-16-33 Kotsubo Zushi;\"\";\"\";\"\";249-0008;Kanagawa;"";AU;5;International;1;International
c740f8d4461c172058f81bb844dc2cb17a45a10d18cdc07474b23985087e29c8;10022678;PO Box 24217;\"\";\"\";\"\";23224;Richmond;VA;US;3;Northeast;2;Domestic
982dadece935b187c26acde020e533397f3f34859c10476bf3f073cacc3f0a3b;10010855;"";"";"";"";"";"";"";"";5;International;1;International
734965fc6a82ee23d6dd9c0ef3b50b2985a3c340630053a218aff7f1caf7ce41;10013899;"";"";"";"";"";"";"";"";5;International;1;International
b2899f34cf80c3aac1e761596f065735dd5260fcf44980d8441b65f8ba01cb54;10015824;PO Box 7005;\"\";\"\";\"\";46634-7005;South Bend;IN;US;4;Central;2;Domestic
11ebdd84119b70223e49cc9d4ca978f10b82686c92679e9577e0499284ae4aa0;10002765;4760 NW 165th Street;\"\";\"\";\"\";33014;Hialeah;FL;US;2;Southern;2;Domestic
00d16aaa45ba94fc2ad20405b3f1171fc62a4ca226b10950fa81bb59f1191dbd;10025051;1301 East 64th Avenue;\"\";\"\";\"\";99518;Anchorage;AK;US;1;Western;2;Domestic
9f00822b6086160b426310b6f71c544778f2dbbe9567a6aa3e9aa2d4e573c30a;10008602;209 Sanford Road (Route 109);\"\";\"\";\"\";4090;Wells;ME;US;3;Northeast;2;Domestic
74083ae4f0dcf2adf4cca25dfdcc6e537d97541a7b3f39da91ee957b5b945fa5;10005919;"";"";"";"";"";"";"";"";5;International;1;International
c36f98e8d013062713658721fdb4dd2cd5f531df7ce807c16609af5d9001ff8b;10020515;"";"";"";"";"";"";"";"";5;International;1;International
9f77b8269a61c17882635a122d8a643bae6ce2ebac3d50aeebe98f77cd0d0215;10020256;"";"";"";"";"";"";"";"";5;International;1;International
