PK_LOCALITY;address_number;customer_address_1;customer_address_2;customer_address_3;customer_address_4;zip_code;city;state;country;region_code;region_name;division;division_name
4e553942404e10efb414d1f078fa5e7bedf23433d7a3c55fd02c5cc1be9b9e43;10027348;6501 Adamo Drive;\"\";\"\";\"\";33619;Tampa;FL;US;2;Southern;2;Domestic
bfcd51876aec1fcbca0552ced38c9fcd473f814a611b397ba95941d970ec942f;10007183;"";"";"";"";"";"";"";"";5;International;1;International
8467782f9e6098c65f4001c496d6429db37e968783a818f2946085176bd20edc;10025495;PO Box 100603;\"\";\"\";\"\";35210;Birmingham;AL;US;2;Southern;2;Domestic
5545f31a99a065082ade36be6329afa733627d3cf5e43108b4f559f759ffd187;10013574;"";"";"";"";"";"";"";"";5;International;1;International
c749870d9c42fc909149efa56f1168cc6bd988b4b2b75d64f57ddba2390f4497;10014779;PO Box 206;\"\";\"\";\"\";7022;Fairview;NJ;US;3;Northeast;2;Domestic
a7491cdb6195a4d0ba0985899eadaa5318b34ffbda139e3ec3e0767ef8d83858;10021331;"";"";"";"";"";"";"";"";5;International;1;International
5f2fbbf21fbcf77b3cd0057b11c9119ebd46d6dbaf63e49e4cb4ecd10e2cab67;10025269;Attention  Accounts Payable Department;PO Box 12990;\"\";\"\";66282-2990;Overland Park;KS;US;4;Central;2;Domestic
44e68eee6e77d5565fadaf05201acc448817fa6ab3a7ccb09de9cfbb572579d8;10021270;"";"";"";"";"";"";"";"";5;International;1;International
ec76afe27b31b6706e63f671d47e7f1b12ed7268fa861178804f6307a0746e4c;10022444;Detroit Technical Center;37002 Industrial Road;\"\";\"\";48150;Livonia;MI;US;4;Central;2;Domestic
d02820c0d36b9957e78e88e513e2caf51870b46ece4ccb05dd09c4296c61f5c7;10021750;"";"";"";"";"";"";"";"";5;International;1;International
8bab77003441b2826f7f1e857e342fe3686f643e75d54aa94fb278b67e324469;10025033;226 North 13th;\"\";\"\";\"\";59101;Billings;MT;US;1;Western;2;Domestic
7160ffba57079bb1b85dfec4da33646f840297ba37f3223ca2a5fe9d7405a9dd;10002150;"";"";"";"";"";"";"";"";5;International;1;International
c9c681937cb44a4bd7fb8956c42ea299c016dc6029398b4ee66efbda863dca2f;10015956;"";"";"";"";"";"";"";"";5;International;1;International
05305267937bb01266283a5b4d5d54c980007d6ea111f3bac6a2f05c69407787;10014264;1935 S Campbell;\"\";\"\";\"\";65898;Springfield;MO;US;4;Central;2;Domestic
25cfa6d1132316d736046c20f136c737ebca5b144cb26a495043e4646fc00439;10024499;8302 Jet Pilot;\"\";\"\";\"\";77075;Houston;TX;US;2;Southern;2;Domestic
257ab1dd070bd63f3efef52523cae09e1f19b9b05a61947ba5f2770534fd82d2;10024942;"";"";"";"";"";"";"";"";5;International;1;International
285536b70981cc16c162c153a8eb9ec0fd801d481aad3efbb0506c10b26b8da9;10014803;3056 Eastern Avenue SE;\"\";\"\";\"\";49508;Grand Rapids;MI;US;4;Central;2;Domestic
8a76ce63bfc333b04aad6289f3645c18e861b59d2d0f9ea24916a4b44d6629b0;10020449;Attention: Rodrigo Yrarrazaval;Jose M Infante 2320 Nunoa;\"\";\"\";\"\";Santiago;"";UK;5;International;1;International
ffd837bf3a5c90d02be4cff54f0c7420f3379ee509d38154810a0958eed7ab7c;10011093;"";"";"";"";"";"";"";"";5;International;1;International
0204f29cc0896b478c768d2405e986e23dcf8606b12e85bf45f24421464b8f5d;10014546;Division of Western Truck Sales Inc;3530 East Washington Street;\"\";\"\";85034;Phoenix;AZ;US;1;Western;2;Domestic
8773b1a8ee4fbdf00f957eba294f3feb7740ac55fa515692d8c306ec0e198cdc;10006836;AV 6 DE DICIEMBRE;N47225 Y Samuel Fritz;\"\";\"\";\"\";Quito;"";UK;5;International;1;International
661a356710406892c919d423be62b5cdd4e355221b13d1a8224f3ce8cf5b6112;10016113;"";"";"";"";"";"";"";"";5;International;1;International
69f3ba2482f564be7491910bea08618305191952cada68ab3a203a1cd0474d87;10005006;601 East Gowen Road;\"\";\"\";\"\";83716;Boise;ID;US;1;Western;2;Domestic
6c4634c2c1b54e7146440523465ed473bf3f0a52c0048c4894af34bfd9289bc4;10004255;3F Shinwoo Building;195-12 Poi-Dong Kangnam-KU;\"\";\"\";135-260;Seoul;"";AU;5;International;1;International
1b027ce079cd389be8f91a5131bfdd6e8b143e168fb030b7c82cf31f9c73b976;10013232;PO Box 250825;\"\";\"\";\"\";53225;Milwaukie;WI;US;4;Central;2;Domestic
31690f69a72675a9eaeeff731fd96516e9530c0d4c912d5843c47c2542d8e055;10011355;"";"";"";"";"";"";"";"";5;International;1;International
eb2ad13dd181742733d9f9d1967148e1030e9e9df4744fab624e1ad7b338dc84;10004245;4747 N Channel Ave;\"\";\"\";\"\";97208-3591;Portland;OR;US;1;Western;2;Domestic
dd2ea99c1f3b89d317d967daa3431b980be8190852a0bb73bad7ca735a3ee6b1;10018580;PO Box 790;\"\";\"\";\"\";77704;Beaumont;TX;US;2;Southern;2;Domestic
999573b047c57db533a57c5e315cc4f578cf2164390fc43584fecf1b2574aef2;10013426;"";"";"";"";"";"";"";"";5;International;1;International
95b70a5f1be43ec725088baae0b4efcab9d759742e0a0ffaf042d4fa4a1d3347;10025251;A Scott Fetzer Company;3201 West Old Lincoln Way;\"\";\"\";44691;Wooster;OH;US;4;Central;2;Domestic
78788efce2a6c864f588f923ba604f4dd5fdf62e8283e34c70b59d029a9ee29e;10018665;1028 Saunders Lane;\"\";\"\";\"\";19380;Wester Chester;PA;US;3;Northeast;2;Domestic
7392d3b96e4be8384e29ae6fc4513b7e6469f0774977874c4b87e99e62caf04a;10022450;Attention  Accounts Payable Department;PO Box 12990;\"\";\"\";66282-2990;Overland Park;KS;US;4;Central;2;Domestic
36391036e3bbc47c76a78a1267dbe9f5bb20d92eec34c6471ebb5e2c7dd75020;10019900;3248 Auburn Boulevard;\"\";\"\";\"\";95821;Sacramento;CA;US;1;Western;2;Domestic
a1464b11397d5fcf1efac5a0e8aab4db97b44f564f1138ace27b68ec2ffe5054;10002159;"";"";"";"";"";"";"";"";5;International;1;International
051532d3b22d5050cb4db1068b0c5f5f1d5c521f6923e66c64ebd1bd7d04f79b;10027583;Attention: Charlene Hoyer;500 North Morton Avenue;PO Box 474;\"\";61550-0474;Morton;IL;US;4;Central;2;Domestic
cafcc5fb4f53c23ddc0f74412f6224a75f2911068ed38d980a3628b78d4f38ea;10023022;18412 96 Avenue;\"\";\"\";\"\";V4N 3P8;Surrey;BC;CA;0;Canada;1;International
ff2e2ee7870c70674ea5d40bd5751af4f176a9543109a81c677c8cd9606105cd;10003795;PO Box 2484;\"\";\"\";\"\";70815;Baton Rouge;LA;US;2;Southern;2;Domestic
831920f5754e83fc02431e6b38bcfec942bf699df0ae5aa859d9f7a69a17c287;10023495;"";"";"";"";"";"";"";"";5;International;1;International
ac473b95da88e7456de34e320c266a72fe175934e190a6cf6ff31275ea93f08a;10004302;9555 Airline Highway;\"\";\"\";\"\";70815;Baton Rouge;LA;US;2;Southern;2;Domestic
e92b68003535fbbabf47f14bf620bce46112a22adacb3d4fa82e1fa57d69bc9f;10012422;PO Box 510;\"\";\"\";\"\";35137;Saginaw;AL;US;2;Southern;2;Domestic
7cff25e55deb7a903b192fd4edd33a77791b9e36ae920622c9ac2b925b49b16c;10020849;"";"";"";"";"";"";"";"";5;International;1;International
3fdb18a7adab58b2a6a8bb75734624f764bf7829120d0dafd47afbbe33885a53;10010832;"";"";"";"";"";"";"";"";5;International;1;International
b2b9af7a2a59439546f593fd353b3d46fbca918d9cfd60c052e40c5390771972;10025288;Kirchstrasse 39;FL 9490 Vaduz;\"\";\"\";\"\";Furstentum;"";AU;5;International;1;International
4796faa261dd919103e4dcd30b36edaef21d6e29abf207e7eec97bda6da6a16f;10025284;19745 Meekland Avenue;\"\";\"\";\"\";94541;Hayward;CA;US;1;Western;2;Domestic
6bac94b5971263f5422628c43dc59369be0a7aa0b98155c974a532d236c787bc;10006983;"";"";"";"";"";"";"";"";5;International;1;International
d3868db443497725b66fc503e3fac51e12b4e9a82eafac644361872c96c3daa7;10000497;"";"";"";"";"";"";"";"";5;International;1;International
9a85b1ea4dda7c78473922645f08cb6b50871a5df5fb65af72d54e4478458e46;10013061;"";"";"";"";"";"";"";"";5;International;1;International
c74a16b18d3a6f34753709780dcb6eeedaf825300f40654b5cd7de9428149f64;10002114;"";"";"";"";"";"";"";"";5;International;1;International
66d0c4d997cf7ffa41aead430edbb8085c917740f310e3198c793dda9d253ecd;10023516;2900 Northwest 73rd Street;\"\";\"\";\"\";33147;Miami;FL;US;2;Southern;2;Domestic
a0b6c4e1a0e34856008c384b5d16bcddcbf985b4de2691bcb19aab5c9ad7e942;10010884;170 Industrial Boulevard;\"\";\"\";\"\";J4B 2X3;Boucherville;QU;CA;0;Canada;1;International
8bbb2ecadd466028fab0f845bce0f8cac28ed2dd8a736c0e0fc561219087c05b;10022249;201 Old Boiling Springs Road;\"\";\"\";\"\";28152;Shelby;NC;US;2;Southern;2;Domestic
f0299d2498bda3fd11783b9671e459e850392876dc567e8a7772b9843bc05a76;10010990;"";"";"";"";"";"";"";"";5;International;1;International
56a42aade9fdd0187c42401e17706201bfe1ddf2c4dd093bd08a91ffa596a50b;10024541;Americas Body Company;PO Box 46539;\"\";\"\";44146;Bedford;OH;US;4;Central;2;Domestic
1b84baf367ba98bd727c8fccb99d05b987f2f5348a936ceabe597bc4f40d3f94;10013397;"";"";"";"";"";"";"";"";5;International;1;International
936a774f7b212d162cc25a9cc177fa89b6e09ae02e6ef92cab64ba255613e379;10009662;610 Garfield Avenue;\"\";\"\";\"\";19486;West Point;PA;US;3;Northeast;2;Domestic
585607ead6fce3db9a90e47bc3d8db342df733b2d59dd9125281cc4337fa2a27;10000478;8120 E Doyle Springs Road;\"\";\"\";\"\";72209;Little Rock;AR;US;2;Southern;2;Domestic
ba489e8e3716f2a16f5c3020bbb79848d45762f150b66b69c75cff860aed2668;10007309;Limited Reg Number 28388;40 Devil's Tower Road;PO Box 176;\"\";\"\";\"\";"";UK;5;International;1;International
dca1653f091dec46f36b95170e47c37785e80c1e7be9bc4d8b7f0fb68ba8900a;10012425;RR1 Box 9;\"\";\"\";\"\";56744;Oslo;MN;US;4;Central;2;Domestic
64081e0f6ea87e1bb5fd9b19074639ae899caeed7b9a0233ef3076f9319142b9;10025039;9049 Tyler Blvd.;\"\";\"\";\"\";44060;Mentor;OH;US;4;Central;2;Domestic
f0eb87aee0a1f4a2af0c03f037c8b70547c889ad55b890f6c9b3be80606802e0;10014047;1510 Merced Street;\"\";\"\";\"\";93706;Fresno;CA;US;1;Western;2;Domestic
5bfb3105445a325a752776c6437bc190a0b9e16928fd68da080750aef572b834;10022687;5325 Still Creek Road;\"\";\"\";\"\";V2X 3K6;Burnaby;BC;CA;0;Canada;1;International
49b15a67effa25695593e9c38a887eafa129499e11c7d3852f786f462a75f90a;10011018;"";"";"";"";"";"";"";"";5;International;1;International
1c14bd58a1bec147edfcafe8c39667a4a167b608455e96eb0e05361e920e1559;10019109;Sacramento PDC #13;Attention  Accounts Payable;PO Box 15279 C;\"\";95851-1297;Sacramento;CA;US;1;Western;2;Domestic
629d29127415a1ba3b044a20bfedb1a613a56b914850f599eba8ba554e4dd0d1;10023275;PO Box 30659;\"\";\"\";\"\";97294;Portland;OR;US;1;Western;2;Domestic
51a6eb1f14ef10be469c0b7a22e6b503509671c23dacd088fb027d1c9ebe2a37;10019665;7940 New Jersey Avenue;\"\";\"\";\"\";46323;Hammond;IN;US;4;Central;2;Domestic
626e320e6ec33d3d929703338c4e8c1a5107ec4e3080fe1ec095df24117f65e6;10016564;PO Box 2338;\"\";\"\";\"\";49685;Traverse City;MI;US;4;Central;2;Domestic
2c0185e97e0806106a20536999f46f6eab327329df8b35c94934ce7c4188b9eb;10023524;PO Box 1006;\"\";\"\";\"\";29633;Clemson;SC;US;2;Southern;2;Domestic
9a98d0653573b31c3e4ac8836e2ba4e36a47b248372afc1777d1d90e0d390f16;10026839;1201 Sycamore Avenue;\"\";\"\";\"\";38930;Greenwood;MS;US;2;Southern;2;Domestic
133ae8c4a9c7bc224b2e5331f20cc26deb1f4d9653c2793288f9652abf4033da;10020915;2600 West Route 120;\"\";\"\";\"\";60050;McHenry;IL;US;4;Central;2;Domestic
3ffb19ad07e50159bd57935d4fdb783a5b0d3b8d86d0af87e533661b58ca720c;10016780;"";"";"";"";"";"";"";"";5;International;1;International
f73542e2cd9702b5a617a872e01cf39426b17337603d5ba1aa73ecc76caa4f73;10018628;12805 SW 77th Place;\"\";\"\";\"\";97223;Tigard;OR;US;1;Western;2;Domestic
6092459b29934e91342d13f4e46a7e86aa2fd9d3803921ac47740d471ae2c706;10009645;"";"";"";"";"";"";"";"";5;International;1;International
16bf87bb29f8b151236bc71a0507043f7d69d6ef9168ad5726b8d17224e56561;10024743;907 Cole Street;\"\";\"\";\"\";98022;Enumclaw;WA;US;1;Western;2;Domestic
e92e45622cedf692c75d903ba130b2803e5a8fc4c5939b5c1ffed3a51bcb7f0f;10007577;2621 State Route 57;\"\";\"\";\"\";8886;Stewartsville;NJ;US;3;Northeast;2;Domestic
b57cd40283bb072f315da961313556a0a9ebdf17ac286d9e6a6ba84ec22ddead;10025515;3650 Bay Street;\"\";\"\";\"\";39213;Jackson;MS;US;2;Southern;2;Domestic
1a03eeb4bba8e78a000c5471e2dd0c15aa168f1a1ac215c593c4d4dce30ff3e5;10016609;Unicity Distribution Systems;1445 Church Avenue;\"\";\"\";R2X 2X9;Winnepeg;MB;CA;0;Canada;1;International
7fa109fae3addd335ca94759d229340d4f9e903366d4af68a68c066bf082904f;10025571;PO Box 3283;\"\";\"\";\"\";50316-0283;Des Moines;IA;US;4;Central;2;Domestic
f6e39727a8c47baba699cca97047cfa715c7ad98a632d91ea590c778f31744cb;10007591;Hiekkakiventie 7;\"\";\"\";\"\";710;FIN 00710;"";UK;5;International;1;International
cf1dbddbf7c952a0833bdb3e0b1dab3f3cc827d31612e78bc55255ecdbdb25db;10011724;300 Ingersoll Street;PO Box 1005;\"\";\"\";N5C 4A6;Ingersoll;ON;CA;0;Canada;1;International
513d1ea5b796328f09bec704a53d66d187a88461eda7612bc1b948ceb17b92d4;10021911;Cnr Avalon Drv & Tasman Road;PO Box 20077;\"\";\"\";\"\";Te Rapa Hamilton;MS;US;2;Southern;2;Domestic
37dbf250f0e74e0d7848abe482382c80db078fda648a8be397ad1b490024a9aa;10021006;"";"";"";"";"";"";"";"";5;International;1;International
74864834c0a8eb6046e57e30a76bb248fbcb0ac396f1c3b9d9b031353f3682cf;10009885;PO Box 7100;\"\";\"\";\"\";R3C 3B3;Winnipeg;MB;CA;0;Canada;1;International
a3d53d4a6f20475e6a2fe2ca12f90c169e3c82622a2ca8cffac3db77aff0b611;10024725;PO Box 174;\"\";\"\";\"\";75951;Jasper;TX;US;2;Southern;2;Domestic
0ee541bd0f6ccbcb2ab0b5a57bd473dc85f251fd9cafeb1dccf8dd0449605935;10025243;PO Box 5308;\"\";\"\";\"\";75608;Longview;TX;US;2;Southern;2;Domestic
6a09bd58f3cc868926dc29158ed6abe4dd2ef99c86420a8b5dd7447f4f926ccb;10010970;1477 E Highway 356;\"\";\"\";\"\";75060;Irving;TX;US;2;Southern;2;Domestic
9a33eca89bf4e92637fed8f3a4b06ec790872c6afe3664dd8f8a5c3e30564bc9;10020227;"";"";"";"";"";"";"";"";5;International;1;International
7c8b3b1ce4cea55f7f97173e30ca4138cc2743d070d3abfefeabe9a5f2cae6f3;10000474;PO Box 3265;\"\";\"\";\"\";50316;Des Moines;IA;US;4;Central;2;Domestic
ab36d0d9fb65f3f0d9617a3ce67d2b5f9305feeec146659e87394ff1fffb9ab7;10021996;8 N Industrial Park Road;\"\";\"\";\"\";17847;Milton;PA;US;3;Northeast;2;Domestic
022c3207234a26367beef521d0a9dd8c4701be697f5aef3c9da0b3f3f511a8ef;10009660;PO box 204658;\"\";\"\";\"\";30917-4658;Augusta;GA;US;2;Southern;2;Domestic
720cbbcf462e59de0e46756417085d842380b94e16505ade1a1d11ef839677b3;10025300;Attention: Paul Grady;105 Montauk Highway;\"\";\"\";11796;West Sayville;NY;US;3;Northeast;2;Domestic
31a26b047d240f56d790b3e6efaa0b0f6a6bee047b767adf5295f44ee1a516ad;10009863;PO Box 065;\"\";\"\";\"\";\"\";Beijing 100088;"";UK;5;International;1;International
ec58a3c41c0f29d9442070316173d264481b00de5205fe6d3eb52fe6b7984d46;10022456;3340 A Sunrise Boulevard;\"\";\"\";\"\";95742-7316;Rancho Cordova;CA;US;1;Western;2;Domestic
f7bd6e6c7c8b4bae0c8c53a9b3e81b146d1e78860408bce310d6722d978a8229;10012226;Worldwide Purchasing;1996 Technology Drive;Mail Code 483-619-114;\"\";48083;Troy;MI;US;4;Central;2;Domestic
1a14f6b98562ee0c149610764cd2cdf701b2d92f66176240e9d62c5de3c39190;10000499;"";"";"";"";"";"";"";"";5;International;1;International
432abf7b75d68c33886b28bf7a22827f7ed87e51ce591dfdf554afcde18468d6;10013538;"";"";"";"";"";"";"";"";5;International;1;International
c797cddc19cbe78c432d8d90b1f58c38600b827111940cc82292bcd08a640604;10018644;Attention  Accounts Payable Department;PO Box 12990;\"\";\"\";66282-2990;Overland Park;KS;US;4;Central;2;Domestic
f4ce12a77889fd64a0c08742dab1393ec40149b36e7f45dfc1ebd416c678603f;10025467;"";"";"";"";"";"";"";"";5;International;1;International
92facb706112e6098b6c29f9e43b9f5c7c19c5f4e9365ca66295fdfc629cef5f;10023235;7600 South Santa Fe;\"\";\"\";\"\";77061;Houston;TX;US;2;Southern;2;Domestic
a6a5f15ed9fdc07be561b5920fb86233db904e06a717a7e0c3ec3a719bdc09b8;10019514;"";"";"";"";"";"";"";"";5;International;1;International
4f400752de88a2f4c9dd2e4b139e4c20ecc77a1026642a7e83839d0fe9a21e79;10025250;8503 Hilltop Drive;\"\";\"\";\"\";37363;Ooltewah;TN;US;2;Southern;2;Domestic
be3966f14cbe430acfe345fd8e24e36c41c58ac318956076f5352418678d9ef9;10013765;5821 Hampton Avenue;\"\";\"\";\"\";63109;St Louis;MO;US;4;Central;2;Domestic
0729063eaeeb7639d5cf068c57c9bd9cbd890cf587542ad47a185266074f869a;10026336;PO Box 26;\"\";\"\";\"\";29202;Columbia;SC;US;2;Southern;2;Domestic
628b14ad8c543f0f658e1aabb527fbea07b3201048adbf3386a263a7b7f5e7e6;10021203;Los Angeles PDC #14;Attention   Accounts Payable;PO Box 5555;\"\";92626-5555;Costa Mesa;CA;US;1;Western;2;Domestic
99cb41029dc4806fbbc30da38fbf11e7f0101e6e558f383168702b341af82fcb;10018371;Solec 44;\"\";\"\";\"\";\"\";00-394 Warsaw;"";UK;5;International;1;International
9370a752f4f5c45417bb1ac3e80465a4652982fb55bc5a7f64909e02150b5806;10019400;861 West US Highway 30;\"\";\"\";\"\";46385;Valparaiso;IN;US;4;Central;2;Domestic
d592e90a97b79904bb1efbfe3faac3432e5d7da07705d52d4805b796ba133102;10020492;"";"";"";"";"";"";"";"";5;International;1;International
9d5f3246c624bca24124330333904051aed013243f2cee78ebf6240d4af6eb27;10021283;"";"";"";"";"";"";"";"";5;International;1;International
e8859f25b5bf84f63b0ec6f540fe62d173bc4f0258ec688f5d0aa548f14854d2;10023003;400 Jay Street;\"\";\"\";\"\";49036;Coldwater;MI;US;4;Central;2;Domestic
92f42ba6023db0578590dfaad4cdecf91b6dad928fbae709e7a1e2853c74cd04;10000471;Al Thalia Street;PO Box 11605;\"\";\"\";11443;Jeddah;"";AU;5;International;1;International
83828bf4bfd7847a074f11d23d298e7accebdf122b0f6dfd63acaebe6f5510cb;10024248;9440 North Whitaker Road;\"\";\"\";\"\";97217;Portland;OR;US;1;Western;2;Domestic
c5c41f04ac75c1c92a9b75ec66dd68876d821b7fb52b08b9f6312ec8360e7dfa;10012235;PO Box 1005;\"\";\"\";\"\";R3C 2W7;Winnipeg;MB;CA;0;Canada;1;International
dcc01422bdb995bd73aec6e7457a4be524e540868963fa5104889e0419fa3611;10026438;"";"";"";"";"";"";"";"";5;International;1;International
14e7c0635a1101ed6f6247264a7cfa9fc384b8a2e38982e359abfa593dc50ac2;10019913;10901 Macleod Trail South;\"\";\"\";\"\";T2J 4L3;Calgary;AB;CA;0;Canada;1;International
22688309c16eb0adf7afc5ec890358ba9f68ca78e59c46e24951eb4e8831e86a;10002240;50 Mystic Avenue;\"\";\"\";\"\";2155;Medford;MA;US;3;Northeast;2;Domestic
75f51af265243a0f401dfb01f116004a0cc3055a470ff5c46d51321d89d2e360;10018871;Field Accounting Department;PO Box 2003;\"\";\"\";48151;Livonia;MI;US;4;Central;2;Domestic
6ec5b3140f784ba72f6add32df17257093fa619f31236e99d3f95fa32b672c13;10015253;"";"";"";"";"";"";"";"";5;International;1;International
5985ba44654cad66436ccb958a0607441304fae42c5baefa86e74749e0415988;10013509;207 North Scott;\"\";\"\";\"\";60435;Joliet;IL;US;4;Central;2;Domestic
0032c4769dfc48183f5414f5ea2118a3709f8c6d3ebcddb4c33976225cdb39ca;10009643;4103 Holiday Drive;\"\";\"\";\"\";48507;Flint;MI;US;4;Central;2;Domestic
95b351d4bcf0f48ad0d05113beac7eb7be4bb65c5c1faad2f7bebd003fc8caaa;10012158;"";"";"";"";"";"";"";"";5;International;1;International
d9ccea43fa7423babb398ecd5d2011ff34eeac96a2eb8c3c1d3316449fb58254;10012600;"";"";"";"";"";"";"";"";5;International;1;International
86f3d8bd7332e699fcc84d86185d1c422142be3ed7243fab61852818d8ac05e7;10017828;PO Box 762;\"\";\"\";\"\";90630;Cypress;CA;US;1;Western;2;Domestic
c5974350a4f83a82ea160800dcb3bacba4f4bae3275bc27e1b3c997ad0beaa85;10015783;Attention: Anna Markert;3111 W Allegheny Avenue;\"\";\"\";19132;Philadelphia;PA;US;3;Northeast;2;Domestic
929703eb175b4518fd3dc7610172ea2a14717eb5ca2bb425d676706c1b9bf57a;10008381;10023 128th St. E #7;\"\";\"\";\"\";98373;Puyallup;WA;US;1;Western;2;Domestic
adcea63033c4a3390091b980b0680c12ef9057e48c6afe24dafa6b56116cd45f;10017576;PO Box 10455;\"\";\"\";\"\";70181;New Orleans;LA;US;2;Southern;2;Domestic
111dd9e8fd920d4bf04bde9a9418d53e607ecebd8beb66e378a18eefe6f8eedb;10027575;10400 Plano Road;\"\";\"\";\"\";75238;Dallas;TX;US;2;Southern;2;Domestic
f28eea55dada684f0668a5cb379f8eeac7ad5d45f4bf81386499794b24cc4cda;10022746;Landstrasse 18;\"\";\"\";\"\";\"\";A 5102 Anthering;"";UK;5;International;1;International
d91eb23d98f60a2c23ff169eb673d3ec4b8abfa39e5432f4f81c92c8a1d83a55;10023212;c/o Tom's Bronco Parts;2294 Sage Road;\"\";\"\";97501;Medford;OR;US;1;Western;2;Domestic
adb800c1c2cdfe33dd14d3193ad5812afe4731cdb77f11e47171719d476a6e63;10025758;4532 Enterprise Drive;\"\";\"\";\"\";73128;Oklahoma City;OK;US;2;Southern;2;Domestic
7860b00b1d546578c78dbdde19943170385f2fdc4da5a572c1b4a24b7bba18b5;10026009;2 Calle 25-80 Zona - 15 Vista;Hermosa II Local 2;\"\";\"\";\"\";\"\";"";AU;5;International;1;International
39901b91a816bfbf744493784b4979198a08001d6a9594090abc1500890c1556;10009633;\"\";\"\";\"\";\"\";\"\";\"\";"";UK;5;International;1;International
84897080ee625c469f899dc334b18888ba7b8532613dc4b82cb324edba6ed9e4;10006846;1023 Kansas Avenue;\"\";\"\";\"\";95351;Modesto;CA;US;1;Western;2;Domestic
23151919c415a571fe9866a15efde0862fcbc0d9572cfce8157fbdfba1a2119b;10020266;"";"";"";"";"";"";"";"";5;International;1;International
9524d7a5f47603b8d21c2f369061dec1ae96c250549de6467f2a2e9658a2f359;10025247;390 Fountain Street;\"\";\"\";\"\";15238;Pittsburgh;PA;US;3;Northeast;2;Domestic
6db4bb2518102ce3813a281119c7891810cd91c594da90ebcbe9fad33efa661c;10015030;2192 Viking Drive;\"\";\"\";\"\";99501;Anchorage;AK;US;1;Western;2;Domestic
2b8bc0243038cb6cb5a5e7186ef8589c0815e9640be03caaf9d6fd61ed0b7c1f;10009156;DBA Badlands Off Road Park;3968 North Xavier Road;\"\";\"\";47918;Attica;IN;US;4;Central;2;Domestic
f1725795a6c8bfe928beab12fda405d77e4f8b36a9df9acf9247d4daf8912e54;10022490;Attention  Accounts Payable Department;PO Box 12990;\"\";\"\";66282-2990;Overland Park;KS;US;4;Central;2;Domestic
64504e4a6d9039723895e813f453c4819b29a0ab4b5d889a76e3c761efb1979f;10012851;"";"";"";"";"";"";"";"";5;International;1;International
9d681da1d782223a2e6ba4f3bfac11375766688360f6e4ec50b93d22b100e4cc;10019664;PO BOX 8808;C/O APSS;Dept. 551;\"\";61266-8808;MOLINE;IL;US;4;Central;2;Domestic
e45c638d65139c74cc5cfca12e680e4e0f5e156ef5e6a0e151f48921b5db4cf0;10022978;\"\";\"\";\"\";\"\";\"\";\"\";"";UK;5;International;1;International
867ab0b2eb2a499fb2e98037737ad48b79a3d4f0806a1d37fa15b5cf5fda57df;10026078;PO Box 461090;\"\";\"\";\"\";44146;Bedford;OH;US;4;Central;2;Domestic
07a6bacb679ea57298defe15ac8fdf058e09b3cc6f33456b72b9a2502d1c37cb;10021286;"";"";"";"";"";"";"";"";5;International;1;International
3acda51e8aacf40e8b03eebaf45d22a0dd04ebb5f548be10013215bcc7dd89d8;10020868;"";"";"";"";"";"";"";"";5;International;1;International
8c86bbe4bc1d2841b6a8aab82f24fd37e96653e428987a1e42921330801188c5;10002155;"";"";"";"";"";"";"";"";5;International;1;International
d947f6250d9715d3e9c7a81801b92d0ea50caad51944379aee5e2bce1aaae402;10006916;"";"";"";"";"";"";"";"";5;International;1;International
e9edee14812fdf6e77f1ae6d84b768e625d9b1cbd4023e02b25f6ee4e3eb98e5;10025287;PO Box 366;\"\";\"\";\"\";53008;Brookfield;WI;US;4;Central;2;Domestic
c56b4bd761122d598eb0b809f018eca6e5b995608a4b9d5c66d15eb371a1d488;10000456;8151 Wagner Road;\"\";\"\";\"\";T6E 4N6;Edmonton;AB;CA;0;Canada;1;International
2f26cd35e8336ed91c5f5ba69e0e133f92a8898581f3d017e2f7a300f0796e58;10000601;1550 Aereli Avenue;\"\";\"\";\"\";27522;Creedmoor;NC;US;2;Southern;2;Domestic
6aa9654ab8913a137f6af957b45a84ea470a4a3c202c2b0bf96b5a3e4400f514;10015325;"";"";"";"";"";"";"";"";5;International;1;International
42e28362881f487920ec1ebf860ac8c4ed1983c67ce085d59d116e971df2a95b;10006862;4410 Highway 80 East;\"\";\"\";\"\";39209;Pearl;MS;US;2;Southern;2;Domestic
e468624445ef58a71f943d0d322919b56a1bfa361c20394c19aa7fb8ec212cd7;10023964;"";"";"";"";"";"";"";"";5;International;1;International
33802db64fe7d529ab4ec67878d634d5afae0f820999ed29ca97e9aaa2910a42;10010969;317 North Main Street;\"\";\"\";\"\";46516;Elkhart;IN;US;4;Central;2;Domestic
a1c9974632fee3a5c2256963906892e31c38504de36bbed00e702ff7795735ba;10013052;"";"";"";"";"";"";"";"";5;International;1;International
a6727fdad7affcfd4e6af9e044fbc4ebe989deef912ee07189cded04edee1750;10009654;904 Billy Mitchell Boulevard;\"\";\"\";\"\";78521;Brownsville;TX;US;2;Southern;2;Domestic
eb0d0a941c4a4ce2d0b630ace8e839db1034d0a589c8925d5f83ac58248f24e6;10011732;\"\";\"\";\"\";\"\";\"\";\"\";"";UK;5;International;1;International
340069d6f9824fb35894634be74845c62b99aefeb2b84ed67c516501f111c7c2;10013670;"";"";"";"";"";"";"";"";5;International;1;International
